game_id,label,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__ovr_wr_last_8_games,home_field___v_consecutive_visitor,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,line___close_ou,line___h_close_line,line___h_ml,line___open_ou,matchup___h_wr_ytd,matchup___is_same_division,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_ytd,time_date___day_of_week,time_date___game_time_local,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_game,travel___v_days_since_last_game,travel___v_home_body_time,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph
201310200car,1,0,1,0.5,0.4,0.5,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,42.5,-7.5,-325,41.5,0.5,0.0,0.5238095238095238,0.4,0.4,0.42857142857142855,0.4,0.5909090909090909,0.3333333333333333,6.0,13.0,7.0,12.0,7.0,15.777060741532303,1.0,7.0,12.0,15.576929088706793,1.0,42.0,1,1,68.0,68.0,4.0
201409140buf,1,4,1,0.5,1.0,0.5,1,0.5,1.0,0.5,43.0,-1.5,-125,44.5,0.5,1.0,0.5294117647058824,0.6,1.0,0.4117647058823529,1.0,0.5588235294117647,1.0,6.0,13.0,2.0,12.0,7.0,8.876643452341659,1.0,7.0,13.0,16.87850178942728,0.0,56.0,1,0,58.0,58.0,4.0
201411060cin,0,2,3,0.7,0.5625,0.9,1,0.5,0.5625,0.3333333333333333,46.5,-6.0,-260,44.0,0.5,1.0,0.6,0.3,0.5625,0.66,0.6875,0.4375,0.5625,3.0,20.0,10.0,20.0,4.0,0.0,0.0,4.0,20.0,3.7076221039501935,0.0,86.0,1,0,42.0,42.0,17.0
201509200cin,1,4,1,0.5,1.0,0.5,1,0.5,1.0,0.5,48.0,-3.0,-180,45.5,0.5,0.0,0.5277777777777778,0.6,1.0,0.6388888888888888,1.0,0.47058823529411764,1.0,6.0,13.0,2.0,10.0,7.0,37.708495036032666,3.0,7.0,10.0,33.20880736186109,3.0,47.0,1,0,69.0,69.0,6.0
201510250kan,1,0,1,0.0,0.16666666666666666,0.0,1,0.8333333333333334,0.8333333333333334,0.6666666666666666,41.5,-3.5,-195,44.0,0.5,0.0,0.5227272727272727,0.0,0.16666666666666666,0.45454545454545453,0.16666666666666666,0.6086956521739131,0.8333333333333334,6.0,12.0,7.0,12.0,7.0,6.059326446413007,0.0,7.0,13.0,14.53542393919076,-1.0,57.0,1,1,58.0,58.0,7.0
201511190jax,1,4,1,0.3333333333333333,0.5,0.3333333333333333,1,0.5,0.4444444444444444,0.5,42.0,-2.5,-145,44.0,0.5,1.0,0.46,0.6,0.5555555555555556,0.24,0.3333333333333333,0.3,0.4444444444444444,3.0,20.0,11.0,20.0,4.0,10.262776284578157,0.0,4.0,19.0,7.777636709316006,1.0,90.0,1,1,75.0,75.0,5.0
201612010min,0,4,1,0.8,0.5454545454545454,0.8,1,1.0,0.8181818181818182,1.0,43.5,3.0,140,43.5,0.5,0.0,0.7142857142857143,0.2,0.5454545454545454,0.6071428571428571,0.5454545454545454,0.5,0.8181818181818182,3.0,18.0,13.0,19.0,7.0,10.546652869683347,-1.0,7.0,18.0,12.813508229083869,0.0,0.0,1,0,68.0,68.0,0.0
201612240ram,0,4,1,0.3,0.38461538461538464,0.2,2,0.21428571428571427,0.17857142857142858,0.0,39.5,-6.0,-255,41.0,0.0,1.0,0.4166666666666667,0.0,0.35714285714285715,0.36666666666666664,0.2857142857142857,0.31666666666666665,0.17857142857142858,5.0,13.0,16.0,13.0,9.0,7.275264790835088,0.0,6.0,13.0,33.88774825563509,-3.0,0.0,1,1,59.0,59.0,6.0
201709210sfo,0,1,1,0.0,0.5,0.0,1,0.5,0.5,0.5,40.5,3.0,128,42.0,0.5,1.0,0.3055555555555556,0.6,0.5,0.1111111111111111,0.0,0.3333333333333333,0.5,3.0,17.0,3.0,17.0,4.0,10.198612425227267,0.0,4.0,17.0,5.004289449792048,0.0,0.0,1,1,68.0,68.0,13.0
201712310nyg,1,3,1,0.2857142857142857,0.4,0.14285714285714285,1,0.42857142857142855,0.4666666666666667,0.25,41.0,5.0,190,40.0,0.0,1.0,0.453125,0.4,0.4,0.40625,0.13333333333333333,0.5483870967741935,0.4666666666666667,6.0,13.0,17.0,11.0,7.0,38.87698759292064,2.0,7.0,13.0,3.3788187678159165,0.0,0.0,1,0,16.0,16.0,16.0
200711110was,0,3,1,0.375,0.375,0.75,1,0.5,0.375,0.5,37.5,-2.5,-150,38.0,1.0,1.0,0.375,0.3,0.375,0.625,0.625,0.375,0.375,6.0,13.0,10.0,13.0,7.0,3.375951416060367,0.0,7.0,13.0,1.9661519946586024,0.0,44.0,1,1,49.0,49.0,0.0
200712020was,0,0,1,0.3,0.36363636363636365,0.6,2,0.4,0.6363636363636364,0.5,37.0,-6.5,-300,37.5,0.5,0.0,0.36363636363636365,0.2,0.36363636363636365,0.45454545454545453,0.45454545454545453,0.6363636363636364,0.6363636363636364,6.0,13.0,13.0,13.0,7.0,12.300593938286069,0.0,7.0,13.0,9.821673446806297,0.0,55.0,1,1,40.0,40.0,8.0
200712160nwe,1,4,2,0.8333333333333334,0.7692307692307693,1.0,1,0.4,0.375,0.25,42.0,-20.0,-1400,51.0,1.0,1.0,0.7692307692307693,0.4,0.7692307692307693,1.0,1.0,0.34615384615384615,0.34615384615384615,6.0,13.0,15.0,13.0,7.0,0.0,0.0,7.0,13.0,3.089632680480765,0.0,88.0,1,0,36.0,25.0,17.0
200712300cle,1,2,1,0.8571428571428571,0.7333333333333333,0.8571428571428571,1,0.2857142857142857,0.3333333333333333,0.25,41.0,-11.5,-550,40.0,0.5,0.0,0.7333333333333333,0.6,0.7333333333333333,0.6,0.6,0.3333333333333333,0.3333333333333333,6.0,13.0,17.0,13.0,7.0,3.7076221039501935,0.0,7.0,10.0,40.86304163836684,3.0,64.0,1,1,35.0,28.0,8.0
200811160sfo,1,0,1,0.2,0.3333333333333333,0.2,2,0.3,0.2777777777777778,0.25,43.5,-7.0,-280,44.5,0.5,1.0,0.32,0.2,0.3333333333333333,0.28,0.2222222222222222,0.3,0.2777777777777778,6.0,13.0,11.0,14.0,6.0,10.954953051665726,-1.0,7.0,15.0,48.408442342436516,-3.0,50.0,1,1,75.0,75.0,5.0
201001240nor,1,2,2,0.5,0.5294117647058824,0.75,1,0.5,0.6176470588235294,0.25,54.0,-4.0,-185,54.0,0.5,0.0,0.5909090909090909,0.2,0.5294117647058824,0.6666666666666666,0.8235294117647058,0.4852941176470588,0.6176470588235294,6.0,18.0,20.0,18.0,8.0,0.0,0.0,7.0,18.0,15.355303418236325,0.0,0.0,1,0,68.0,68.0,0.0
201010100clt,1,0,1,1.0,0.5,1.0,1,1.0,1.0,1.0,46.5,-7.5,-360,44.0,0.5,0.0,0.6086956521739131,0.4,0.5,0.782608695652174,0.5,0.5263157894736842,1.0,6.0,13.0,5.0,13.0,7.0,10.46559481277543,0.0,14.0,12.0,0.8097568831979263,1.0,0.0,1,0,68.0,68.0,0.0
201010310det,1,0,1,1.0,0.8333333333333334,0.5,2,0.6666666666666666,0.7142857142857143,0.6666666666666666,45.0,-2.5,-140,44.5,0.5,0.0,0.45454545454545453,0.8,0.8333333333333334,0.13636363636363635,0.16666666666666666,0.5217391304347826,0.7142857142857143,6.0,13.0,8.0,13.0,14.0,0.8824583643872989,0.0,7.0,13.0,4.596032875165277,1.0,0.0,1,0,68.0,68.0,0.0
201012260cle,0,3,1,0.3333333333333333,0.35714285714285715,0.5,1,0.6428571428571429,0.5357142857142857,0.5,40.0,4.0,170,39.0,0.0,1.0,0.5,0.2,0.35714285714285715,0.3333333333333333,0.35714285714285715,0.53125,0.5357142857142857,6.0,13.0,16.0,13.0,7.0,3.7076221039501935,0.0,7.0,13.0,5.5440674200536115,0.0,73.0,1,1,26.0,13.0,18.0
201109190nyg,1,1,1,0.5,0.0,0.5,1,0.5,0.0,0.5,43.5,-7.0,-330,44.0,0.5,0.0,0.4117647058823529,0.2,0.0,0.5882352941176471,0.0,0.5882352941176471,0.0,0.0,21.0,2.0,21.0,8.0,2.421029526844086,0.0,8.0,20.0,11.651616562984154,1.0,72.0,1,0,60.0,60.0,6.0
201210070sfo,1,1,1,1.0,0.75,1.0,1,0.5,0.5,0.5,45.5,-10.0,-505,44.0,0.5,0.0,0.7045454545454546,0.6,0.75,0.7727272727272727,0.75,0.425,0.5,6.0,13.0,5.0,16.0,7.0,48.41109979173916,-3.0,7.0,16.0,43.89179809194654,-3.0,70.0,1,1,62.0,62.0,8.0
201309230den,1,3,1,1.0,1.0,1.0,1,1.0,1.0,0.0,50.5,-16.5,-1400,49.0,0.5,1.0,0.6578947368421053,0.8,1.0,0.7894736842105263,1.0,0.3888888888888889,1.0,0.0,19.0,3.0,21.0,8.0,22.186761947902276,-2.0,8.0,18.0,12.392897443892075,1.0,28.0,1,1,64.0,64.0,16.0
201311030cle,1,4,1,0.5,0.5,0.5,2,0.25,0.5,0.25,42.5,1.0,-104,40.0,0.0,1.0,0.5208333333333334,0.6,0.5,0.3333333333333333,0.375,0.5185185185185185,0.5,6.0,16.0,9.0,15.0,7.0,13.018451979052662,1.0,14.0,16.0,0.19289758860015602,0.0,54.0,1,1,46.0,46.0,9.0
201410260jax,0,1,2,0.3333333333333333,0.2857142857142857,0.3333333333333333,2,0.5,0.4,0.5,42.0,7.0,265,43.5,0.5,0.0,0.32608695652173914,0.4,0.2857142857142857,0.21739130434782608,0.14285714285714285,0.5227272727272727,0.5,6.0,13.0,8.0,13.0,7.0,0.0,0.0,7.0,13.0,12.995604563393725,1.0,45.0,1,1,76.0,76.0,6.0
201509130tam,0,4,1,0.5,0.5,0.5,1,0.5,0.5,0.5,40.0,-3.0,-160,42.0,0.5,0.0,0.4375,0.6,0.5,0.125,0.5,0.21875,0.5,6.0,16.0,1.0,16.0,300.0,0.0,0.0,300.0,15.0,0.0,0.0,66.0,1,1,84.0,84.0,8.0
201609190chi,0,3,1,0.5,0.0,0.5,1,0.5,1.0,0.5,43.0,-3.0,-161,43.0,0.5,0.0,0.4411764705882353,0.2,0.0,0.35294117647058826,0.0,0.47058823529411764,1.0,0.0,20.0,2.0,20.0,8.0,10.359812090497588,0.0,8.0,21.0,9.030283425147301,-1.0,36.0,1,1,84.0,84.0,5.0
201611130car,0,0,1,0.5,0.3125,0.5,1,0.5,0.375,0.5,44.0,-3.0,-160,44.5,0.5,0.0,0.5740740740740741,0.3,0.3125,0.7407407407407407,0.375,0.46153846153846156,0.375,6.0,13.0,10.0,10.0,7.0,37.45460378852778,3.0,7.0,12.0,14.157081182069268,1.0,0.0,1,1,45.0,45.0,6.0
201612240cle,1,2,1,0.0,0.14285714285714285,0.0,1,0.5714285714285714,0.5,0.5,45.5,4.5,180,45.5,0.5,0.0,0.25,0.0,0.14285714285714285,0.1,0.0,0.5,0.5,5.0,13.0,16.0,13.0,6.0,3.1764527079275093,0.0,6.0,10.0,36.47832234769714,3.0,0.0,1,1,38.0,38.0,13.0
201612240nwe,1,3,1,0.7142857142857143,0.7857142857142857,0.7142857142857143,1,0.5,0.39285714285714285,0.5,44.5,-17.0,-3000,44.5,1.0,1.0,0.640625,0.8,0.7857142857142857,0.78125,0.8571428571428571,0.48333333333333334,0.39285714285714285,5.0,13.0,16.0,11.0,6.0,33.83715338710351,2.0,7.0,13.0,3.0867435836597257,0.0,0.0,1,0,40.0,40.0,6.0
201710020kan,1,1,1,1.0,1.0,1.0,1,1.0,0.6666666666666666,1.0,47.5,-6.5,-295,49.0,0.5,0.0,0.6,0.8,1.0,0.75,1.0,0.631578947368421,0.6666666666666666,0.0,20.0,4.0,18.0,8.0,17.437405731346242,2.0,8.0,21.0,12.625292928973488,-1.0,0.0,1,1,82.0,82.0,14.0
201711190sdg,1,4,1,0.25,0.5,0.25,1,0.375,0.5555555555555556,0.25,41.5,-7.0,-310,44.0,0.5,0.0,0.46,0.8,0.5,0.32,0.3333333333333333,0.46,0.5555555555555556,6.0,13.0,11.0,16.0,7.0,36.794199693186705,-3.0,7.0,16.0,40.46708262279357,-3.0,0.0,1,1,76.0,76.0,6.0
201712100crd,1,2,3,0.4166666666666667,0.3181818181818182,0.5,1,0.3333333333333333,0.4583333333333333,0.5,42.0,3.0,130,44.5,0.5,0.0,0.3392857142857143,0.5,0.2916666666666667,0.44642857142857145,0.4166666666666667,0.44642857142857145,0.4583333333333333,6.0,14.0,14.0,14.0,7.0,0.0,0.0,7.0,15.0,25.62733754146537,-1.0,0.0,1,1,68.0,68.0,0.0
200709090jax,0,0,1,0.5,0.5,0.5,1,0.5,0.5,0.5,39.5,-7.5,-350,37.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6.0,13.0,1.0,13.0,300.0,0.0,0.0,300.0,12.0,0.0,0.0,56.0,1,1,86.0,86.0,0.0
200712090oti,0,0,2,0.5833333333333334,0.5416666666666666,0.6666666666666666,2,0.3333333333333333,0.5833333333333334,0.5,40.0,2.0,110,41.0,0.5,0.0,0.5416666666666666,0.4,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,6.0,12.0,14.0,12.0,7.0,0.0,0.0,7.0,10.0,8.233557098848594,0.0,85.0,1,1,69.0,69.0,7.0
200810050mia,1,3,1,0.0,0.3333333333333333,0.0,2,0.75,0.625,0.5,44.5,6.0,210,45.5,0.5,0.0,0.3684210526315789,0.4,0.3333333333333333,0.10526315789473684,0.3333333333333333,0.717391304347826,0.625,6.0,13.0,5.0,13.0,14.0,1.790209731115845,0.0,7.0,10.0,43.58750951845037,3.0,74.0,1,1,86.0,86.0,16.0
200810120nor,1,0,3,0.6666666666666666,0.6,0.6666666666666666,1,1.0,0.5,0.5,47.0,-7.0,-300,47.5,0.5,0.0,0.42857142857142855,0.6,0.6,0.42857142857142855,0.4,0.4,0.5,6.0,12.0,6.0,12.0,6.0,0.0,0.0,14.0,10.0,3.205231072986023,2.0,0.0,1,0,68.0,68.0,0.0
200812140mia,1,0,1,0.2857142857142857,0.46153846153846156,0.5714285714285714,1,0.5,0.46153846153846156,0.25,41.0,-5.5,-240,43.0,0.5,0.0,0.41379310344827586,0.2,0.46153846153846156,0.3103448275862069,0.6153846153846154,0.3793103448275862,0.46153846153846156,6.0,13.0,15.0,13.0,7.0,17.70373361659342,0.0,7.0,10.0,43.75592656464838,3.0,54.0,1,1,77.0,77.0,17.0
200912060jax,1,4,1,0.2,0.36363636363636365,0.8,1,0.8,0.5,0.5,47.5,1.5,100,47.0,1.0,1.0,0.2962962962962963,0.2,0.36363636363636365,0.4074074074074074,0.5454545454545454,0.5370370370370371,0.5,6.0,13.0,13.0,10.0,7.0,41.413248829456755,3.0,7.0,12.0,13.788152797884132,1.0,71.0,1,1,54.0,54.0,6.0
200912270was,0,3,2,0.2857142857142857,0.4642857142857143,0.42857142857142855,2,0.42857142857142855,0.5,0.5,42.0,7.0,260,42.0,0.0,1.0,0.43333333333333335,0.8,0.4642857142857143,0.4,0.2857142857142857,0.4666666666666667,0.5,6.0,21.0,16.0,21.0,6.0,0.0,0.0,8.0,20.0,11.440008340908511,1.0,53.0,1,1,37.0,37.0,8.0
201201010rai,0,4,1,0.5714285714285714,0.6666666666666666,0.42857142857142855,2,0.2857142857142857,0.3333333333333333,0.25,50.0,-2.5,-145,49.0,1.0,1.0,0.5806451612903226,0.6,0.6666666666666666,0.5161290322580645,0.5333333333333333,0.41935483870967744,0.3333333333333333,6.0,13.0,17.0,15.0,8.0,19.88160230461272,-2.0,8.0,13.0,28.2477591469392,-3.0,63.0,1,1,56.0,56.0,8.0
201209240sea,1,2,2,1.0,0.5,1.0,1,0.5,0.5,0.5,50.5,-3.0,-155,49.0,0.5,0.0,0.6388888888888888,0.6,0.5,0.4444444444444444,0.5,0.631578947368421,0.5,0.0,18.0,3.0,18.0,8.0,0.0,0.0,11.0,20.0,9.070047732730316,-2.0,49.0,1,0,67.0,67.0,3.0
201211040atl,1,3,1,0.3333333333333333,0.7142857142857143,1.0,1,0.75,0.42857142857142855,0.5,47.5,-4.0,-195,47.5,0.5,0.0,0.5625,0.6,0.7142857142857143,0.7083333333333334,1.0,0.3695652173913043,0.42857142857142855,6.0,21.0,9.0,21.0,7.0,11.0901705423722,0.0,7.0,20.0,12.731921458161759,1.0,0.0,1,0,68.0,68.0,0.0
201309080clt,1,0,1,0.5,0.5,0.5,1,0.5,0.5,0.5,45.5,-11.5,-550,49.0,0.5,0.0,0.6470588235294118,0.6,0.5,0.6470588235294118,0.5,0.3125,0.5,6.0,13.0,1.0,13.0,300.0,0.0,0.0,300.0,10.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201309080det,1,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,47.5,-4.5,-210,47.0,0.5,1.0,0.375,0.2,0.5,0.25,0.5,0.5294117647058824,0.5,6.0,13.0,1.0,13.0,300.0,0.0,0.0,300.0,12.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201309290sdg,1,2,1,1.0,0.8333333333333334,0.0,1,1.0,1.0,0.0,48.0,1.5,105,45.5,0.5,0.0,0.5,0.7,0.8333333333333334,0.42105263157894735,0.3333333333333333,0.47368421052631576,1.0,6.0,13.0,4.0,15.0,7.0,30.536061643430706,-2.0,7.0,15.0,20.026691075512193,-2.0,27.0,1,1,80.0,80.0,7.0
201312150tam,0,3,2,0.5714285714285714,0.46153846153846156,0.42857142857142855,1,0.7,0.625,0.75,41.0,4.5,185,42.0,0.5,0.0,0.5517241379310345,0.8,0.46153846153846156,0.3793103448275862,0.3076923076923077,0.59375,0.6538461538461539,6.0,13.0,15.0,13.0,7.0,0.0,0.0,7.0,10.0,41.05436030261342,3.0,64.0,1,1,70.0,70.0,7.0
201409210crd,1,3,1,0.0,0.5,1.0,1,1.0,0.5,1.0,41.0,3.0,131,42.0,0.5,1.0,0.6388888888888888,0.5,0.5,0.6666666666666666,1.0,0.6190476190476191,0.5,6.0,14.0,3.0,16.0,7.0,38.87698759292064,-2.0,7.0,13.0,10.452514362582807,1.0,0.0,1,1,68.0,68.0,0.0
201412210chi,0,2,3,0.2857142857142857,0.35714285714285715,0.2857142857142857,1,0.4,0.5769230769230769,0.5,44.5,10.0,350,46.0,0.0,1.0,0.31666666666666665,0.4,0.35714285714285715,0.43333333333333335,0.35714285714285715,0.45,0.5357142857142857,6.0,12.0,16.0,12.0,6.0,0.0,0.0,7.0,13.0,4.596032875165277,-1.0,74.0,1,1,36.0,27.0,13.0
201412280pit,1,2,2,0.5714285714285714,0.5333333333333333,0.7142857142857143,1,0.5714285714285714,0.5666666666666667,1.0,48.5,-3.0,-160,48.0,1.0,1.0,0.5483870967741935,0.6,0.5333333333333333,0.5806451612903226,0.6666666666666666,0.59375,0.5666666666666667,6.0,21.0,17.0,21.0,7.0,0.0,0.0,6.0,21.0,4.698780886336369,0.0,68.0,1,1,37.0,37.0,5.0
201509130rai,0,1,1,0.5,0.5,0.5,1,0.5,0.5,0.5,43.0,3.0,135,44.0,0.5,0.0,0.5,0.4,0.5,0.1875,0.5,0.5,0.5,6.0,13.0,1.0,13.0,300.0,0.0,0.0,300.0,16.0,0.0,0.0,59.0,1,1,73.0,73.0,9.0
201510040sfo,0,3,1,1.0,0.3333333333333333,1.0,1,1.0,1.0,1.0,48.0,7.0,295,47.5,0.5,0.0,0.34210526315789475,0.2,0.3333333333333333,0.47368421052631576,0.3333333333333333,0.6428571428571429,1.0,6.0,13.0,4.0,14.0,7.0,10.452514362582807,-1.0,6.0,15.0,34.64281577932862,-2.0,36.0,1,1,74.0,74.0,5.0
201510260crd,1,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,0.125,0.08333333333333333,0.25,49.0,-10.0,-475,49.0,0.5,0.0,0.6521739130434783,0.6,0.6666666666666666,0.6521739130434783,0.6666666666666666,0.4375,0.08333333333333333,0.0,19.0,7.0,21.0,8.0,23.631662320532115,-2.0,8.0,21.0,7.489554083995063,1.0,0.0,1,1,68.0,68.0,0.0
201511220crd,1,3,1,0.5,0.6666666666666666,0.75,1,1.0,0.8333333333333334,1.0,48.0,-4.0,-215,47.0,0.5,0.0,0.6538461538461539,0.6,0.6666666666666666,0.6923076923076923,0.7777777777777778,0.6153846153846154,0.8333333333333334,6.0,19.0,11.0,18.0,7.0,17.29991208359163,1.0,6.0,21.0,28.2995639277357,-2.0,0.0,1,1,68.0,68.0,0.0
201609110clt,0,2,1,0.5,0.5,0.5,1,0.5,0.5,0.5,51.5,-3.0,-139,49.0,0.5,0.0,0.5,0.4,0.5,0.5,0.5,0.4375,0.5,6.0,16.0,1.0,16.0,300.0,0.0,0.0,300.0,16.0,0.0,0.0,0.0,1,0,68.0,68.0,0.0
201710150was,1,1,1,0.5,0.5,0.5,3,0.6666666666666666,0.6,0.0,46.0,-11.0,-605,46.5,0.5,0.0,0.6,0.4,0.5,0.525,0.5,0.35714285714285715,0.6,6.0,13.0,6.0,12.0,13.0,2.384609696566237,1.0,7.0,10.0,9.338339380325184,0.0,0.0,1,1,68.0,68.0,4.0
201711120chi,0,0,1,1.0,0.625,0.5,1,0.3333333333333333,0.375,0.3333333333333333,37.5,-5.0,-240,38.0,0.0,1.0,0.5,0.6,0.625,0.25,0.375,0.5555555555555556,0.375,6.0,12.0,10.0,12.0,14.0,1.1795412412639021,0.0,6.0,12.0,2.676431224317191,0.0,0.0,1,1,40.0,40.0,6.0
