game_id,label,fold,home_field___h_consecutive_home,home_field___h_home__close_wr_last_4_games,home_field___h_home__close_wr_last_8_games,home_field___h_home__close_wr_ytd,home_field___h_home__open_wr_last_4_games,home_field___h_home__open_wr_last_8_games,home_field___h_home__open_wr_ytd,home_field___h_home__ovr_wr_last_4_games,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___h_home__pfr_wr_last_4_games,home_field___h_home__pfr_wr_last_8_games,home_field___h_home__pfr_wr_ytd,home_field___h_is_home,home_field___v_consecutive_visitor,home_field___v_is_home,home_field___v_visitor__close_wr_last_4_games,home_field___v_visitor__close_wr_last_8_games,home_field___v_visitor__close_wr_ytd,home_field___v_visitor__open_wr_last_4_games,home_field___v_visitor__open_wr_last_8_games,home_field___v_visitor__open_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,home_field___v_visitor__pfr_wr_last_4_games,home_field___v_visitor__pfr_wr_last_8_games,home_field___v_visitor__pfr_wr_ytd,line___close_ou,line___h_close_line,line___h_ml,line___h_open_line,line___h_pfr_line,line___open_ou,line___pfr_ou,line___v_ml,matchup___h_wr_past_2_seasons,matchup___h_wr_past_3_seasons,matchup___h_wr_past_5_games,matchup___h_wr_ytd,matchup___is_same_conf,matchup___is_same_division,team_history___h_close_wr_past_2_seasons,team_history___h_close_wr_past_3_seasons,team_history___h_close_wr_past_5_games,team_history___h_close_wr_ytd,team_history___h_open_wr_past_2_seasons,team_history___h_open_wr_past_3_seasons,team_history___h_open_wr_past_5_games,team_history___h_open_wr_ytd,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_past_5_games,team_history___h_ovr_wr_ytd,team_history___h_pfr_wr_past_2_seasons,team_history___h_pfr_wr_past_3_seasons,team_history___h_pfr_wr_past_5_games,team_history___h_pfr_wr_ytd,team_history___v_close_wr_past_2_seasons,team_history___v_close_wr_past_3_seasons,team_history___v_close_wr_past_5_games,team_history___v_close_wr_ytd,team_history___v_open_wr_past_2_seasons,team_history___v_open_wr_past_3_seasons,team_history___v_open_wr_past_5_games,team_history___v_open_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_past_5_games,team_history___v_ovr_wr_ytd,team_history___v_pfr_wr_past_2_seasons,team_history___v_pfr_wr_past_3_seasons,team_history___v_pfr_wr_past_5_games,team_history___v_pfr_wr_ytd,time_date___day_of_week,time_date___game_time_eastern,time_date___game_time_local,time_date___is_playoffs,time_date___is_sunday,time_date___is_superbowl,time_date___week_id,travel___h_body_clock_from_last_wk,travel___h_days_since_last_game,travel___h_same_stadium_last_game,travel___h_travel_from_last_10_days,travel___h_travel_from_last_game,travel___h_travel_from_last_game_decay,travel___h_tz_change_last_10_days,travel___h_tz_change_last_game,travel___v_body_clock_from_last_wk,travel___v_days_since_last_game,travel___v_dist_from_home,travel___v_home_body_time,travel___v_same_stadium_last_game,travel___v_travel_from_last_10_days,travel___v_travel_from_last_game,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,travel___v_tz_change_last_game,weather___humidity_pct,weather___is_dome,weather___is_grass,weather___temperature,weather___wind_chill,weather___wind_mph
201110090buf,1,0,1,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,52.5,3.0,145,3.0,3.0,48.5,53.0,-165,0.5,0.5,0.0,0.5,0.0,0.0,0.525,0.5277777777777778,0.4,0.5,0.45,0.4861111111111111,0.4,0.5,0.35,0.3611111111111111,0.6,0.75,0.525,0.5277777777777778,0.4,0.5,0.42857142857142855,0.47368421052631576,0.2,0.25,0.42857142857142855,0.47368421052631576,0.2,0.25,0.5238095238095238,0.5789473684210527,0.2,0.25,0.38095238095238093,0.4473684210526316,0.2,0.25,6.0,13.0,13.0,0.0,1.0,0.0,5.0,13.0,7.0,0,6.808559465848861,6.808559465848861,6.808559465848861,0.0,0.0,13.0,7.0,4.6212429171057305,13.0,0,4.6212429171057305,4.6212429171057305,4.6212429171057305,0.0,0.0,47.0,1,0,74.0,74.0,6.0
201210080nyj,1,1,2,0.5,0.5,0.375,0.5,0.5,0.375,0.5,0.5,0.5,0.5,0.5,0.375,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.5,10.0,400,7.0,10.0,40.5,41.0,-500,0.5,1.0,1.0,0.5,1.0,0.0,0.4,0.48717948717948717,0.3,0.375,0.4,0.48717948717948717,0.4,0.375,0.5,0.5897435897435898,0.4,0.5,0.4,0.48717948717948717,0.4,0.375,0.75,0.5789473684210527,1.0,1.0,0.75,0.6052631578947368,0.9,1.0,0.6818181818181818,0.5526315789473685,0.8,1.0,0.75,0.5789473684210527,1.0,1.0,0.0,21.0,21.0,0.0,0.0,0.0,5.0,21.0,8.0,1,0.0,0.0,0.0,0.0,0.0,20.0,8.0,24.06439853577948,20.0,0,24.06439853577948,24.06439853577948,17.24289564027893,1.0,1.0,69.0,1,0,52.0,52.0,4.0
201211040jax,0,4,1,0.0,0.0,0.5,0.0,0.0,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,1.0,1,0.0,0.5,0.5,0.42857142857142855,0.5,0.5,0.42857142857142855,0.25,0.25,0.42857142857142855,0.5,0.5,0.42857142857142855,44.0,6.0,220,4.0,6.0,44.0,44.0,-260,0.5,0.5,1.0,0.5,0.0,0.0,0.4782608695652174,0.5128205128205128,0.6,0.5,0.43478260869565216,0.48717948717948717,0.6,0.5714285714285714,0.2608695652173913,0.358974358974359,0.2,0.14285714285714285,0.5,0.5256410256410257,0.6,0.5714285714285714,0.4375,0.5625,0.6,0.42857142857142855,0.4583333333333333,0.5625,0.6,0.42857142857142855,0.5416666666666666,0.475,0.4,0.42857142857142855,0.4375,0.5625,0.6,0.42857142857142855,6.0,13.0,13.0,0.0,1.0,0.0,9.0,12.0,7.0,0,15.565299011853254,15.565299011853254,15.565299011853254,1.0,1.0,13.0,7.0,12.098327673513392,13.0,0,12.098327673513392,12.098327673513392,12.098327673513392,0.0,0.0,0.0,1,1,81.0,81.0,10.0
201309220was,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,49.0,1.0,-110,-2.5,1.0,48.0,48.5,-110,0.5,0.5,0.5,0.5,1.0,0.0,0.5789473684210527,0.5142857142857142,0.4,0.0,0.5789473684210527,0.5142857142857142,0.4,0.0,0.5263157894736842,0.42857142857142855,0.4,0.0,0.5789473684210527,0.5142857142857142,0.4,0.0,0.3888888888888889,0.4142857142857143,0.4,0.5,0.3888888888888889,0.42857142857142855,0.4,0.5,0.2777777777777778,0.42857142857142855,0.2,0.5,0.3888888888888889,0.4142857142857143,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,3.0,12.0,7.0,0,12.517138241646927,12.517138241646927,12.517138241646927,1.0,1.0,11.0,7.0,7.070104566610028,13.0,0,35.804609544610315,35.804609544610315,35.804609544610315,2.0,2.0,51.0,1,1,72.0,72.0,8.0
201311170pit,1,1,2,0.5,0.5,0.375,0.5,0.5,0.375,0.5,0.5,0.375,0.5,0.5,0.375,1.0,2,0.0,0.75,0.6,0.5555555555555556,0.5,0.4,0.4444444444444444,0.75,0.6,0.6666666666666666,0.75,0.6,0.5555555555555556,45.5,3.0,140,3.0,3.0,47.5,45.0,-160,0.5,0.5,1.0,0.5,0.0,0.0,0.38,0.39285714285714285,0.6,0.3333333333333333,0.36,0.38095238095238093,0.6,0.3333333333333333,0.44,0.5476190476190477,0.6,0.3333333333333333,0.38,0.39285714285714285,0.6,0.3333333333333333,0.44,0.44047619047619047,0.4,0.5555555555555556,0.4,0.42857142857142855,0.2,0.4444444444444444,0.4,0.47619047619047616,0.6,0.6666666666666666,0.44,0.44047619047619047,0.4,0.5555555555555556,6.0,13.0,13.0,0.0,1.0,0.0,11.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.572668801022551,13.0,0,7.7315737760044545,7.7315737760044545,7.7315737760044545,1.0,1.0,87.0,1,1,60.0,60.0,12.0
201410050nyg,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,50.5,-4.0,-215,-3.0,-4.0,49.0,50.0,180,0.5,0.0,0.75,0.5,1.0,0.0,0.45,0.4444444444444444,0.6,0.5,0.45,0.4583333333333333,0.6,0.5,0.45,0.5,0.6,0.5,0.45,0.4444444444444444,0.6,0.5,0.45,0.5,0.6,0.5,0.425,0.4868421052631579,0.6,0.5,0.3,0.5263157894736842,0.4,0.5,0.45,0.5,0.6,0.5,6.0,13.0,13.0,0.0,1.0,0.0,5.0,13.0,10.0,0,3.3788187678159165,3.3788187678159165,1.2429979910390652,0.0,0.0,12.0,7.0,12.50679608833155,13.0,0,19.597784243610423,19.597784243610423,19.597784243610423,1.0,1.0,45.0,1,0,55.0,55.0,9.0
201412070den,0,2,1,0.75,0.5,0.5,0.75,0.6666666666666666,0.5833333333333334,1.0,1.0,0.75,0.75,0.5,0.5,1.0,1,0.0,0.5,0.6,0.45454545454545453,0.5,0.6,0.45454545454545453,0.5,0.6,0.5454545454545454,0.5,0.6,0.45454545454545453,47.5,-9.5,-440,-10.0,-9.5,48.5,47.5,355,0.5,0.5,0.33333333333333337,0.5,1.0,0.0,0.5483870967741935,0.5729166666666666,0.4,0.5,0.6129032258064516,0.6354166666666666,0.4,0.5833333333333334,0.7741935483870968,0.7708333333333334,0.6,0.75,0.5483870967741935,0.5833333333333334,0.4,0.5,0.5,0.4772727272727273,0.6,0.5,0.48214285714285715,0.4659090909090909,0.6,0.5,0.4642857142857143,0.4318181818181818,0.6,0.5833333333333334,0.5,0.4772727272727273,0.6,0.5,6.0,16.0,14.0,0.0,1.0,0.0,14.0,15.0,7.0,0,10.559007478551186,10.559007478551186,10.559007478551186,-1.0,-1.0,16.0,7.0,26.4074204649394,16.0,0,26.4074204649394,26.4074204649394,26.4074204649394,-2.0,-2.0,15.0,1,1,63.0,63.0,3.0
201509270dal,0,1,1,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.0,-1.0,-115,1.5,1.0,44.0,43.5,-105,0.5,0.5,0.5,0.5,1.0,0.0,0.6,0.5833333333333334,0.6,0.5,0.625,0.5833333333333334,0.6,0.5,0.75,0.6388888888888888,0.8,1.0,0.6,0.5833333333333334,0.6,0.5,0.5,0.47058823529411764,0.6,1.0,0.5555555555555556,0.4852941176470588,0.6,1.0,0.4444444444444444,0.35294117647058826,0.6,1.0,0.5555555555555556,0.5,0.6,1.0,6.0,13.0,12.0,0.0,1.0,0.0,3.0,13.0,7.0,0,23.062611026960933,23.062611026960933,23.062611026960933,-1.0,-1.0,13.0,7.0,12.731921458161759,13.0,0,24.39065198101653,24.39065198101653,24.39065198101653,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
201510180min,1,0,1,1.0,1.0,0.75,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1,0.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.2,43.0,-3.0,-179,-3.5,-3.5,44.5,43.0,159,0.5,0.5,0.0,0.5,0.0,0.0,0.65,0.6111111111111112,0.6,0.75,0.65,0.5833333333333334,0.6,0.75,0.45,0.4027777777777778,0.6,0.5,0.65,0.6111111111111112,0.6,0.75,0.5476190476190477,0.5394736842105263,0.2,0.2,0.5476190476190477,0.5789473684210527,0.2,0.2,0.47619047619047616,0.5526315789473685,0.2,0.2,0.5476190476190477,0.5394736842105263,0.2,0.2,6.0,13.0,12.0,0.0,1.0,0.0,6.0,11.0,14.0,0,0.0,12.90337165442041,1.2512653215673735,0.0,1.0,12.0,7.0,6.059326446413007,12.0,0,6.059326446413007,6.059326446413007,6.059326446413007,0.0,0.0,0.0,1,0,54.0,54.0,10.0
201710160oti,1,2,1,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.4,1.0,1,0.0,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.6,46.5,-6.5,-291,-8.0,-7.0,49.0,46.0,238,0.0,0.0,0.0,0.5,1.0,1.0,0.42857142857142855,0.36486486486486486,0.4,0.4,0.47619047619047616,0.43243243243243246,0.4,0.4,0.5238095238095238,0.3783783783783784,0.4,0.4,0.42857142857142855,0.3918918918918919,0.4,0.4,0.5,0.5,0.6,0.6,0.5238095238095238,0.5,0.6,0.6,0.47619047619047616,0.4864864864864865,0.4,0.4,0.5,0.5,0.6,0.6,0.0,21.0,20.0,0.0,0.0,0.0,6.0,21.0,8.0,0,12.119552699621384,12.119552699621384,8.68403929130919,-1.0,-1.0,21.0,8.0,3.644666464384907,21.0,0,3.644666464384907,3.644666464384907,2.611517732120942,-1.0,-1.0,0.0,1,1,57.0,57.0,7.0
201801130phi,1,3,3,0.5,0.625,0.625,0.625,0.6875,0.65625,0.75,0.875,0.8125,0.5,0.625,0.625,1.0,2,0.0,0.5,0.375,0.47058823529411764,0.5,0.5,0.5294117647058824,0.75,0.625,0.6470588235294118,0.5,0.375,0.47058823529411764,40.0,2.5,125,3.0,2.5,43.5,40.0,-145,1.0,0.5,0.4,0.5,1.0,0.0,0.5625,0.5208333333333334,0.2,0.625,0.578125,0.53125,0.3,0.65625,0.625,0.5625,0.6,0.8125,0.5625,0.5208333333333334,0.2,0.625,0.5555555555555556,0.5,0.6,0.47058823529411764,0.5833333333333334,0.5192307692307693,0.6,0.5294117647058824,0.6666666666666666,0.6153846153846154,0.8,0.6470588235294118,0.5555555555555556,0.5,0.6,0.47058823529411764,5.0,17.0,17.0,1.0,0.0,0.0,19.0,17.0,13.0,1,0.0,0.0,0.0,0.0,0.0,14.0,7.0,11.09183251942167,17.0,0,43.52024027086706,43.52024027086706,43.52024027086706,3.0,3.0,0.0,1,1,32.0,32.0,16.0
200710210mia,0,4,1,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,15.5,1100,13.5,15.5,51.0,49.5,-1700,0.5,0.5,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,13.0,13.0,0.0,1.0,0.0,7.0,13.0,7.0,0,15.61649977123555,15.61649977123555,15.61649977123555,0.0,0.0,12.0,7.0,18.46110581168535,13.0,0,18.036639099779652,18.036639099779652,18.036639099779652,1.0,1.0,70.0,1,1,85.0,85.0,12.0
200711250cin,1,3,2,0.25,0.4,0.35,0.25,0.4,0.35,0.25,0.4,0.3,0.25,0.4,0.35,1.0,2,0.0,0.5,0.6,0.55,0.625,0.7,0.55,0.5,0.6,0.6,0.5,0.6,0.5,47.0,-1.0,-120,0.0,1.0,47.0,47.0,100,0.5,0.5,0.5,0.5,1.0,0.0,0.35,0.35,0.4,0.35,0.35,0.35,0.4,0.35,0.3,0.3,0.4,0.3,0.35,0.35,0.4,0.35,0.55,0.55,0.4,0.55,0.55,0.55,0.4,0.55,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.5,6.0,13.0,13.0,0.0,1.0,0.0,12.0,13.0,7.0,1,0.0,0.0,0.0,0.0,0.0,11.0,6.0,3.696422673910541,12.0,0,20.51426513994834,20.51426513994834,20.51426513994834,2.0,2.0,67.0,1,0,42.0,42.0,2.0
200810120was,0,3,1,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,-12.0,-525,-15.0,-13.5,44.0,44.0,400,0.5,0.5,0.5,0.5,1.0,0.0,0.5454545454545454,0.5454545454545454,0.8,0.8,0.5681818181818182,0.5681818181818182,0.8,0.8,0.5909090909090909,0.5909090909090909,0.8,0.8,0.5454545454545454,0.5454545454545454,0.8,0.8,0.25,0.25,0.0,0.0,0.175,0.175,0.0,0.0,0.15,0.15,0.0,0.0,0.25,0.25,0.0,0.0,6.0,13.0,13.0,0.0,1.0,0.0,6.0,13.0,7.0,0,1.9661519946586024,1.9661519946586024,1.9661519946586024,0.0,0.0,12.0,14.0,13.327007585684788,12.0,0,0.0,13.327007585684788,1.2923461308285267,0.0,1.0,46.0,1,1,72.0,72.0,2.0
200810260nyj,0,2,1,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,39.0,-13.0,-750,-13.0,-14.0,38.5,41.0,525,1.0,1.0,1.0,0.5,1.0,0.0,0.4318181818181818,0.4318181818181818,0.4,0.5,0.4318181818181818,0.4318181818181818,0.4,0.5,0.3181818181818182,0.3181818181818182,0.4,0.5,0.4318181818181818,0.4318181818181818,0.4,0.5,0.4318181818181818,0.4318181818181818,0.2,0.3333333333333333,0.4318181818181818,0.4318181818181818,0.2,0.3333333333333333,0.22727272727272727,0.22727272727272727,0.2,0.16666666666666666,0.4090909090909091,0.4090909090909091,0.2,0.3333333333333333,6.0,13.0,13.0,0.0,1.0,0.0,8.0,10.0,7.0,0,48.22084371106441,48.22084371106441,48.22084371106441,3.0,3.0,12.0,7.0,20.482991504938916,12.0,0,20.482991504938916,20.482991504938916,20.482991504938916,1.0,1.0,49.0,1,0,59.0,59.0,5.0
200811020chi,0,0,2,0.6666666666666666,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6428571428571429,1.0,1,0.0,0.5,0.5,0.35714285714285715,0.5,0.5,0.42857142857142855,0.0,0.0,0.0,0.5,0.5,0.2857142857142857,43.5,-13.0,-600,-12.5,-12.5,43.5,43.5,400,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.5,0.6,0.6428571428571429,0.4782608695652174,0.4782608695652174,0.6,0.6428571428571429,0.4782608695652174,0.4782608695652174,0.6,0.5714285714285714,0.5,0.5,0.6,0.6428571428571429,0.391304347826087,0.391304347826087,0.5,0.35714285714285715,0.41304347826086957,0.41304347826086957,0.6,0.42857142857142855,0.30434782608695654,0.30434782608695654,0.0,0.0,0.391304347826087,0.391304347826087,0.4,0.2857142857142857,6.0,13.0,12.0,0.0,1.0,0.0,9.0,12.0,14.0,1,0.0,0.0,0.0,0.0,0.0,13.0,7.0,4.596032875165277,13.0,0,4.596032875165277,4.596032875165277,4.596032875165277,-1.0,-1.0,65.0,1,1,60.0,60.0,9.0
200909140rai,1,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,43.0,10.0,425,6.5,10.0,44.0,43.0,-550,0.0,0.0,0.0,0.5,1.0,1.0,0.4375,0.40625,0.4,0.5,0.4375,0.40625,0.4,0.5,0.3125,0.28125,0.4,0.5,0.4375,0.40625,0.4,0.5,0.4722222222222222,0.6081081081081081,0.6,0.5,0.4444444444444444,0.5945945945945946,0.6,0.5,0.5,0.5945945945945946,0.8,0.5,0.4722222222222222,0.6081081081081081,0.6,0.5,0.0,22.0,19.0,0.0,0.0,0.0,1.0,19.0,300.0,0,0.0,0.0,0.0,0.0,0.0,19.0,300.0,7.1066775490731375,19.0,0,0.0,0.0,0.0,0.0,0.0,86.0,1,1,63.0,63.0,12.0
200912060car,1,4,1,0.25,0.2,0.36363636363636365,0.25,0.2,0.36363636363636365,0.5,0.4,0.36363636363636365,0.25,0.2,0.36363636363636365,1.0,2,0.0,0.75,0.6,0.4,0.75,0.6,0.4,0.0,0.0,0.1,0.75,0.6,0.4,40.0,-3.5,-190,-6.0,-3.5,43.5,40.0,160,0.6666666666666666,0.6,0.6,1.0,1.0,1.0,0.48214285714285715,0.48863636363636365,0.6,0.36363636363636365,0.44642857142857145,0.4659090909090909,0.6,0.36363636363636365,0.5714285714285714,0.5227272727272727,0.4,0.36363636363636365,0.48214285714285715,0.48863636363636365,0.6,0.36363636363636365,0.4444444444444444,0.4772727272727273,0.6,0.36363636363636365,0.3888888888888889,0.4318181818181818,0.6,0.36363636363636365,0.37037037037037035,0.4318181818181818,0.2,0.09090909090909091,0.4444444444444444,0.4772727272727273,0.6,0.36363636363636365,6.0,13.0,13.0,0.0,1.0,0.0,13.0,13.0,7.0,0,8.781785748792785,8.781785748792785,8.781785748792785,0.0,0.0,13.0,7.0,7.435510426493936,13.0,0,3.8398424547499346,3.8398424547499346,3.8398424547499346,0.0,0.0,50.0,1,1,43.0,43.0,7.0
201010240oti,1,3,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1,0.0,0.6666666666666666,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.5833333333333334,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,42.0,-3.0,-140,-3.0,-3.0,43.0,42.0,120,0.5,0.5,0.5,0.5,0.0,0.0,0.45454545454545453,0.5769230769230769,0.6,0.6666666666666666,0.5227272727272727,0.5897435897435898,0.6,0.6666666666666666,0.5454545454545454,0.6410256410256411,0.6,0.6666666666666666,0.5,0.5897435897435898,0.6,0.6666666666666666,0.5217391304347826,0.5714285714285714,0.6,0.5,0.5434782608695652,0.5833333333333334,0.7,0.5833333333333334,0.6521739130434783,0.6309523809523809,0.8,0.6666666666666666,0.5217391304347826,0.5714285714285714,0.6,0.5,6.0,13.0,12.0,0.0,1.0,0.0,7.0,13.0,6.0,0,7.777636709316006,7.777636709316006,7.777636709316006,-1.0,-1.0,13.0,7.0,12.190008418606602,13.0,0,12.190008418606602,12.190008418606602,12.190008418606602,-1.0,-1.0,39.0,1,1,78.0,78.0,22.0
201011280sea,0,0,1,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.5,1.0,1,0.0,0.25,0.4,0.6,0.0,0.2,0.5,0.0,0.2,0.6,0.25,0.4,0.6,46.5,2.5,105,1.0,2.0,43.0,45.0,-125,0.5,0.5,0.5,0.5,0.0,0.0,0.4230769230769231,0.44047619047619047,0.4,0.5,0.4230769230769231,0.4523809523809524,0.4,0.5,0.38461538461538464,0.3333333333333333,0.4,0.5,0.4230769230769231,0.44047619047619047,0.4,0.5,0.5,0.5,0.4,0.6,0.46153846153846156,0.47619047619047616,0.4,0.5,0.38461538461538464,0.2857142857142857,0.6,0.6,0.5,0.5,0.4,0.6,6.0,16.0,13.0,0.0,1.0,0.0,12.0,15.0,7.0,0,36.761636224969635,36.761636224969635,36.761636224969635,-2.0,-2.0,15.0,7.0,29.12961322881235,15.0,0,29.12961322881235,29.12961322881235,29.12961322881235,-2.0,-2.0,0.0,1,0,43.0,43.0,1.0
201112040sfo,1,4,1,1.0,0.9166666666666666,0.8636363636363636,1.0,0.9166666666666666,0.8636363636363636,1.0,0.8333333333333334,0.8181818181818182,1.0,0.9166666666666666,0.8636363636363636,1.0,1,0.0,0.25,0.2,0.18181818181818182,0.25,0.2,0.18181818181818182,0.25,0.2,0.18181818181818182,0.25,0.2,0.18181818181818182,38.5,-14.0,-850,-13.0,-14.5,37.5,38.5,550,0.5,0.75,0.8,0.5,1.0,1.0,0.6111111111111112,0.627906976744186,0.8,0.8636363636363636,0.6111111111111112,0.627906976744186,0.8,0.8636363636363636,0.5555555555555556,0.5348837209302325,0.8,0.8181818181818182,0.6111111111111112,0.627906976744186,0.8,0.8636363636363636,0.4444444444444444,0.4418604651162791,0.4,0.18181818181818182,0.42592592592592593,0.43023255813953487,0.4,0.18181818181818182,0.3333333333333333,0.23255813953488372,0.4,0.18181818181818182,0.4444444444444444,0.4418604651162791,0.4,0.18181818181818182,6.0,16.0,13.0,0.0,1.0,0.0,13.0,16.0,10.0,0,45.79006307586178,45.79006307586178,16.845223234520994,-3.0,-3.0,15.0,7.0,32.2106175001179,15.0,0,32.2106175001179,32.2106175001179,32.2106175001179,-2.0,-2.0,48.0,1,1,53.0,53.0,2.0
201309190phi,0,4,2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1,0.0,1.0,1.0,0.5,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.5,51.0,-3.5,-165,-5.0,-3.5,49.0,50.0,145,0.5,0.5,1.0,0.5,0.0,0.0,0.2777777777777778,0.38235294117647056,0.2,0.5,0.25,0.36764705882352944,0.2,0.5,0.2777777777777778,0.38235294117647056,0.2,0.5,0.2777777777777778,0.38235294117647056,0.2,0.5,0.3333333333333333,0.4411764705882353,0.2,0.5,0.3611111111111111,0.45588235294117646,0.3,0.75,0.2222222222222222,0.3235294117647059,0.4,1.0,0.3333333333333333,0.4411764705882353,0.2,0.5,3.0,20.0,20.0,0.0,0.0,0.0,3.0,20.0,4.0,1,0.0,0.0,0.0,0.0,0.0,19.0,4.0,19.335168072600247,19.0,0,19.335168072600247,19.335168072600247,19.335168072600247,1.0,1.0,43.0,1,1,73.0,73.0,4.0
201309220min,0,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,-6.5,-315,-3.0,-7.0,41.5,40.0,255,0.5,0.5,1.0,0.5,0.0,0.0,0.5263157894736842,0.4857142857142857,0.6,0.5,0.5789473684210527,0.5142857142857142,0.6,0.5,0.5263157894736842,0.37142857142857144,0.4,0.0,0.5263157894736842,0.4857142857142857,0.6,0.5,0.4722222222222222,0.5,0.0,0.0,0.4722222222222222,0.4852941176470588,0.0,0.0,0.2777777777777778,0.2647058823529412,0.0,0.0,0.4722222222222222,0.5,0.0,0.0,6.0,13.0,12.0,0.0,1.0,0.0,3.0,12.0,7.0,0,6.4425875995363935,6.4425875995363935,6.4425875995363935,0.0,0.0,13.0,7.0,12.067609308922798,13.0,0,17.58337339839258,17.58337339839258,17.58337339839258,-1.0,-1.0,0.0,1,0,68.0,68.0,0.0
