game_id,label,fold,home_field___h_home__ovr_wr_last_8_games,home_field___h_home__ovr_wr_ytd,home_field___v_visitor__ovr_wr_last_4_games,home_field___v_visitor__ovr_wr_last_8_games,home_field___v_visitor__ovr_wr_ytd,matchup___h_wr_past_3_seasons,rankings___h__dave_or_wtddvoa,rankings___h__defensedvoa,rankings___h__estim_winrate,rankings___h__offensedvoa,rankings___h__s_t_dvoa,rankings___v__dave_or_wtddvoa,rankings___v__defensedvoa,rankings___v__estim_winrate,rankings___v__offensedvoa,rankings___v__s_t_dvoa,team_history___h_ovr_wr_past_2_seasons,team_history___h_ovr_wr_past_3_seasons,team_history___h_ovr_wr_ytd,team_history___v_ovr_wr_past_2_seasons,team_history___v_ovr_wr_past_3_seasons,team_history___v_ovr_wr_ytd,time_date___week_id,travel___h_days_since_last_game,travel___h_travel_from_last_game_decay,travel___v_days_since_last_game,travel___v_home_body_time,travel___v_travel_from_last_game_decay,travel___v_tz_change_last_10_days,weather___humidity_pct,weather___temperature,weather___wind_chill,weather___wind_mph
201411060cin,0,2,0.9,0.6875,0.3333333333333333,0.3333333333333333,0.625,0.5,4.4,1.1,0.6375,3.6,3.5,-5.1,4.5,0.55,-1.9,1.8,0.66,0.6309523809523809,0.6875,0.375,0.35,0.625,10.0,4.0,0.0,4.0,20.0,3.7076221039501935,0.0,86.0,42.0,42.0,17.0
201510250kan,1,0,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,-2.5,7.3,0.3666666666666667,-0.6,3.6,17.4,-0.4,0.6666666666666666,19.8,0.7,0.45454545454545453,0.5384615384615384,0.16666666666666666,0.6521739130434783,0.5897435897435898,0.6666666666666666,7.0,7.0,6.059326446413007,7.0,13.0,14.53542393919076,-1.0,57.0,58.0,58.0,7.0
201511190jax,1,3,0.3333333333333333,0.25,0.5,0.5,0.2222222222222222,0.5,-13.8,2.5,0.41111111111111115,-5.1,-5.5,-18.4,-2.0,0.43333333333333335,-16.4,-2.5,0.24,0.24390243902439024,0.3333333333333333,0.16,0.2682926829268293,0.2222222222222222,11.0,4.0,10.262776284578157,4.0,19.0,7.777636709316006,1.0,90.0,75.0,75.0,5.0
201612010min,0,3,0.8,0.5454545454545454,1.0,1.0,0.9090909090909091,0.5,1.2,-11.9,0.6181818181818182,-11.0,2.8,23.1,8.5,0.8727272727272727,27.8,2.3,0.6071428571428571,0.5454545454545454,0.5454545454545454,0.5185185185185185,0.6,0.9090909090909091,13.0,7.0,10.546652869683347,7.0,18.0,12.813508229083869,0.0,0.0,68.0,68.0,0.0
201612240ram,0,4,0.2,0.3076923076923077,0.0,0.0,0.07142857142857142,0.4,-23.4,-2.2,0.34285714285714286,-31.9,7.6,-22.1,13.8,0.2714285714285714,-7.3,-0.9,0.36666666666666664,0.3695652173913043,0.2857142857142857,0.2,0.30434782608695654,0.07142857142857142,16.0,9.0,7.275264790835088,6.0,13.0,33.88774825563509,-3.0,0.0,59.0,59.0,6.0
200712090oti,0,0,0.6666666666666666,0.5833333333333334,0.5,0.3333333333333333,0.5833333333333334,0.5,-6.6,-11.5,0.4916666666666667,-10.4,-3.9,18.5,-4.8,0.5833333333333334,5.4,6.2,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,14.0,7.0,0.0,7.0,10.0,8.233557098848594,0.0,85.0,69.0,69.0,7.0
200810050mia,1,3,0.0,0.3333333333333333,0.5,0.5,0.5,0.5,-11.2,0.5,0.5,9.5,-7.8,19.7,3.5,0.65,18.3,0.3,0.10526315789473684,0.10526315789473684,0.3333333333333333,0.6521739130434783,0.6521739130434783,0.5,5.0,14.0,1.790209731115845,7.0,10.0,43.58750951845037,3.0,74.0,86.0,86.0,16.0
200810120nor,1,1,0.6666666666666666,0.4,0.5,0.5,0.25,0.5,7.5,9.6,0.6,11.2,8.4,-13.3,1.6,0.55,-12.3,7.6,0.42857142857142855,0.42857142857142855,0.4,0.25,0.25,0.25,6.0,6.0,0.0,14.0,10.0,3.205231072986023,0.0,0.0,68.0,68.0,0.0
200812140mia,1,0,0.5714285714285714,0.6153846153846154,0.25,0.3333333333333333,0.38461538461538464,0.5,8.5,2.4,0.5307692307692308,14.6,-6.8,-19.8,7.5,0.3692307692307692,-16.6,5.6,0.3103448275862069,0.3103448275862069,0.6153846153846154,0.3448275862068966,0.3448275862068966,0.38461538461538464,15.0,7.0,17.70373361659342,7.0,10.0,43.75592656464838,3.0,54.0,77.0,77.0,17.0
200912060jax,1,4,0.8,0.5454545454545454,0.5,0.6,0.45454545454545453,0.6,-6.7,14.4,0.5,12.3,-1.0,15.8,10.0,0.6181818181818182,19.5,3.4,0.4074074074074074,0.5111111111111111,0.5454545454545454,0.48148148148148145,0.4883720930232558,0.45454545454545453,13.0,7.0,41.413248829456755,7.0,12.0,13.788152797884132,1.0,71.0,54.0,54.0,6.0
200912270was,0,3,0.42857142857142855,0.2857142857142857,0.5,0.5714285714285714,0.6428571428571429,0.4,-0.2,0.6,0.4785714285714286,-2.3,-0.9,25.1,2.9,0.6928571428571428,25.1,0.7,0.4,0.44680851063829785,0.2857142857142857,0.6,0.6595744680851063,0.6428571428571429,16.0,6.0,0.0,8.0,20.0,11.440008340908511,1.0,53.0,37.0,37.0,8.0
201211040atl,1,3,1.0,1.0,0.5,0.5,0.42857142857142855,0.5,21.0,-6.0,0.8142857142857143,11.5,3.6,1.6,-5.8,0.5857142857142856,0.2,-4.6,0.7083333333333334,0.7317073170731707,1.0,0.4782608695652174,0.4358974358974359,0.42857142857142855,9.0,7.0,11.0901705423722,7.0,20.0,12.731921458161759,1.0,0.0,68.0,68.0,0.0
201312150tam,0,3,0.42857142857142855,0.3076923076923077,0.75,0.6,0.6666666666666666,0.0,1.4,-11.4,0.43846153846153846,-9.8,-0.6,20.7,-8.6,0.6153846153846154,4.4,2.9,0.3793103448275862,0.3333333333333333,0.3076923076923077,0.703125,0.73,0.6923076923076923,15.0,7.0,0.0,7.0,10.0,41.05436030261342,3.0,64.0,70.0,70.0,7.0
201412210chi,0,2,0.2857142857142857,0.35714285714285715,0.5,0.4,0.6923076923076923,0.4,-22.9,11.7,0.41428571428571426,1.1,-3.3,4.3,-15.6,0.5714285714285714,-3.9,-4.8,0.43333333333333335,0.5,0.35714285714285715,0.5666666666666667,0.45652173913043476,0.7142857142857143,16.0,6.0,0.0,7.0,13.0,4.596032875165277,-1.0,74.0,36.0,27.0,13.0
201510260crd,1,0,0.6666666666666666,0.6666666666666666,0.25,0.25,0.16666666666666666,0.5,35.4,-19.9,0.8166666666666668,23.6,1.8,0.7,5.2,0.5166666666666667,-1.6,6.3,0.6521739130434783,0.6410256410256411,0.6666666666666666,0.5,0.5,0.16666666666666666,7.0,8.0,23.631662320532115,8.0,21.0,7.489554083995063,1.0,0.0,68.0,68.0,0.0
201511220crd,1,2,0.75,0.7777777777777778,1.0,1.0,0.8888888888888888,0.5,27.0,-14.1,0.8111111111111111,16.4,-0.3,25.6,-5.6,0.8666666666666667,18.0,2.9,0.6923076923076923,0.6666666666666666,0.7777777777777778,0.7115384615384616,0.686046511627907,0.8888888888888888,11.0,7.0,17.29991208359163,6.0,21.0,28.2995639277357,-2.0,0.0,68.0,68.0,0.0
201710150was,1,1,0.5,0.5,0.0,0.0,0.0,0.5,13.6,-17.8,0.8,7.8,-1.5,-22.7,9.2,0.16,-23.5,6.3,0.525,0.527027027027027,0.5,0.09523809523809523,0.1891891891891892,0.0,6.0,13.0,2.384609696566237,7.0,10.0,9.338339380325184,0.0,0.0,68.0,68.0,4.0
201711120chi,0,0,0.5,0.375,0.3333333333333333,0.3333333333333333,0.5,0.2,-23.4,-6.7,0.3,-21.8,-8.2,6.1,2.5,0.675,9.5,0.3,0.25,0.3,0.375,0.5925925925925926,0.6,0.5,10.0,14.0,1.1795412412639021,6.0,12.0,2.676431224317191,0.0,0.0,40.0,40.0,6.0
200711110was,0,3,0.75,0.625,0.5,0.5,0.375,1.0,0.2,-9.9,0.55,-10.3,0.9,2.7,5.3,0.6375,12.7,-2.4,0.625,0.625,0.625,0.375,0.375,0.375,10.0,7.0,3.375951416060367,7.0,13.0,1.9661519946586024,0.0,44.0,49.0,49.0,0.0
200712020was,0,0,0.6,0.45454545454545453,0.5,0.4,0.45454545454545453,0.5,6.3,-6.4,0.5272727272727272,-2.0,1.8,-5.1,5.5,0.4818181818181818,-7.5,5.2,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,13.0,7.0,12.300593938286069,7.0,13.0,9.821673446806297,0.0,55.0,40.0,40.0,8.0
200712160nwe,1,4,1.0,1.0,0.25,0.2,0.25,1.0,57.8,-7.9,0.9461538461538462,48.2,4.4,-13.9,15.5,0.3384615384615385,-8.8,5.1,1.0,1.0,1.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,15.0,7.0,0.0,7.0,13.0,3.089632680480765,0.0,88.0,36.0,25.0,17.0
200811160sfo,1,0,0.2,0.2222222222222222,0.25,0.2,0.2222222222222222,0.5,-14.1,1.8,0.37777777777777777,-18.6,6.3,-46.3,26.8,0.13333333333333333,-21.9,0.7,0.28,0.28,0.2222222222222222,0.2,0.2,0.2222222222222222,11.0,6.0,10.954953051665726,7.0,15.0,48.408442342436516,-3.0,50.0,75.0,75.0,5.0
201010100clt,1,0,1.0,0.5,1.0,1.0,1.0,0.5,16.5,15.0,0.625,32.6,-3.7,14.7,-16.3,1.0333333333333334,11.5,5.8,0.782608695652174,0.75,0.5,0.3684210526315789,0.2571428571428571,1.0,5.0,7.0,10.46559481277543,14.0,12.0,0.8097568831979263,0.0,0.0,68.0,68.0,0.0
201010310det,1,0,0.5,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.5,-9.6,8.2,0.5,-3.6,7.3,-5.4,3.8,0.4571428571428572,-1.6,-1.9,0.13636363636363635,0.07894736842105263,0.16666666666666666,0.34782608695652173,0.41025641025641024,0.5714285714285714,8.0,14.0,0.8824583643872989,7.0,13.0,4.596032875165277,1.0,0.0,68.0,68.0,0.0
201012260cle,0,3,0.5,0.35714285714285715,0.5,0.5714285714285714,0.7142857142857143,0.0,0.5,1.9,0.4928571428571429,0.0,2.0,30.7,-7.2,0.7214285714285714,10.4,6.1,0.3333333333333333,0.30434782608695654,0.35714285714285715,0.625,0.6470588235294118,0.7142857142857143,16.0,7.0,3.7076221039501935,7.0,13.0,5.5440674200536115,0.0,73.0,26.0,13.0,18.0
201210070sfo,1,1,1.0,0.75,0.5,0.5,0.5,0.5,20.4,-19.3,0.95,16.5,-1.3,-7.1,13.6,0.325,-3.1,3.1,0.7727272727272727,0.6052631578947368,0.75,0.4,0.3333333333333333,0.5,5.0,7.0,48.41109979173916,7.0,16.0,43.89179809194654,-3.0,70.0,62.0,62.0,8.0
201311030cle,1,3,0.5,0.375,0.25,0.25,0.42857142857142855,0.0,-9.7,3.5,0.3625,-11.4,5.1,-8.4,-4.2,0.4857142857142857,-14.5,1.7,0.3333333333333333,0.3,0.375,0.6296296296296297,0.6666666666666666,0.42857142857142855,9.0,7.0,13.018451979052662,14.0,16.0,0.19289758860015602,0.0,54.0,46.0,46.0,9.0
201410260jax,0,1,0.3333333333333333,0.14285714285714285,0.5,0.5,0.4,0.0,-27.9,-1.4,0.24285714285714285,-28.7,-2.4,4.8,-11.1,0.7000000000000001,5.6,-9.9,0.21739130434782608,0.1794871794871795,0.14285714285714285,0.5,0.47368421052631576,0.5,8.0,7.0,0.0,7.0,13.0,12.995604563393725,1.0,45.0,76.0,76.0,6.0
201611130car,0,0,0.5,0.375,0.5,0.5,0.75,0.5,-7.3,0.6,0.4125,-1.0,-5.3,5.4,-6.2,0.6625,-5.3,4.6,0.7407407407407407,0.6333333333333333,0.375,0.6923076923076923,0.6428571428571429,0.75,10.0,7.0,37.45460378852778,7.0,12.0,14.157081182069268,1.0,0.0,45.0,45.0,6.0
201612240cle,1,2,0.0,0.0,0.5,0.2857142857142857,0.35714285714285715,0.0,-39.6,19.6,0.0,-14.7,-4.1,1.1,-7.9,0.4571428571428572,-2.2,-2.5,0.1,0.21739130434782608,0.0,0.3,0.391304347826087,0.35714285714285715,16.0,6.0,3.1764527079275093,6.0,10.0,36.47832234769714,3.0,0.0,38.0,38.0,13.0
201612240nwe,1,4,0.7142857142857143,0.8571428571428571,0.5,0.42857142857142855,0.2857142857142857,0.8,24.9,0.9,0.7000000000000001,19.1,2.5,-38.3,10.3,0.2571428571428572,-18.2,-7.4,0.78125,0.7843137254901961,0.8571428571428571,0.4666666666666667,0.391304347826087,0.2857142857142857,16.0,6.0,33.83715338710351,7.0,13.0,3.0867435836597257,0.0,0.0,40.0,40.0,6.0
201711190sdg,1,3,0.25,0.3333333333333333,0.25,0.25,0.5555555555555556,0.5,-3.2,-5.3,0.43333333333333335,0.2,-9.5,-8.3,2.7,0.5,-8.6,4.6,0.32,0.2926829268292683,0.3333333333333333,0.48,0.4878048780487805,0.5555555555555556,11.0,7.0,36.794199693186705,7.0,16.0,40.46708262279357,-3.0,0.0,76.0,76.0,6.0
201712100crd,1,3,0.5,0.45454545454545453,0.5,0.5,0.6666666666666666,0.5,-5.9,-8.8,0.3333333333333333,-13.7,-6.9,-6.0,7.3,0.5083333333333333,0.9,1.1,0.44642857142857145,0.5760869565217391,0.4166666666666667,0.6071428571428571,0.45454545454545453,0.6666666666666666,14.0,7.0,0.0,7.0,15.0,25.62733754146537,-1.0,0.0,68.0,68.0,0.0
200710280min,0,4,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,2.0,-4.3,0.6333333333333333,-4.1,2.5,6.2,-1.2,0.7000000000000001,10.1,-2.7,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,8.0,7.0,12.671829275037604,7.0,13.0,18.78840863078084,-1.0,0.0,68.0,68.0,0.0
200712090sfo,0,4,0.2,0.25,0.5,0.3333333333333333,0.5,0.5,-45.9,15.3,0.19166666666666665,-34.8,5.4,16.5,-3.9,0.6333333333333333,7.6,3.8,0.25,0.25,0.25,0.5,0.5,0.5,14.0,7.0,41.6077703105718,7.0,15.0,30.019243203000656,-2.0,42.0,53.0,53.0,6.0
200712160tam,1,4,0.8333333333333334,0.6153846153846154,0.25,0.16666666666666666,0.23076923076923078,1.0,16.4,-7.9,0.6461538461538462,12.2,-2.6,-26.9,12.6,0.3153846153846154,-13.9,0.1,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.23076923076923078,0.23076923076923078,0.23076923076923078,15.0,7.0,13.020132921061135,6.0,13.0,6.0856093645419,0.0,60.0,68.0,68.0,25.0
200810050nyg,1,0,1.0,1.0,0.0,0.0,0.3333333333333333,0.5,22.3,-8.1,1.0333333333333334,29.4,4.6,8.1,-3.7,0.6,0.7,-5.3,0.7391304347826086,0.7391304347826086,1.0,0.5714285714285714,0.5714285714285714,0.3333333333333333,5.0,14.0,0.0,14.0,10.0,4.725352507633976,0.0,75.0,60.0,60.0,6.0
200811170buf,0,0,0.75,0.5555555555555556,0.5,0.5,0.3333333333333333,0.0,-10.7,9.3,0.43333333333333335,-2.7,4.4,-9.6,16.6,0.4444444444444444,-3.5,8.8,0.48,0.48,0.5555555555555556,0.52,0.52,0.3333333333333333,11.0,8.0,5.412392964448043,11.0,21.0,0.8373038198536052,0.0,66.0,30.0,22.0,9.0
200812220chi,1,2,0.7142857142857143,0.5714285714285714,0.0,0.2857142857142857,0.35714285714285715,0.6666666666666666,3.8,-8.4,0.6071428571428571,-2.5,2.9,6.7,1.9,0.5571428571428572,10.6,1.4,0.5,0.5,0.5714285714285714,0.59375,0.59375,0.35714285714285715,16.0,11.0,0.0,8.0,20.0,9.311757903932683,-1.0,77.0,2.0,-13.0,9.0
200911290phi,1,1,0.6,0.6,0.0,0.0,0.3,0.4,28.6,-10.9,0.6799999999999999,14.2,5.3,-8.7,-3.0,0.42000000000000004,-11.4,-1.0,0.603448275862069,0.5666666666666667,0.6,0.4230769230769231,0.46511627906976744,0.3,12.0,7.0,12.602775297564412,7.0,13.0,23.062611026960933,1.0,52.0,56.0,56.0,10.0
201012120car,0,0,0.16666666666666666,0.08333333333333333,0.75,0.6666666666666666,0.8333333333333334,0.5,-38.4,2.6,0.21666666666666667,-35.8,0.2,17.0,2.1,0.6749999999999999,16.1,4.1,0.32142857142857145,0.4666666666666667,0.08333333333333333,0.6785714285714286,0.6666666666666666,0.8333333333333334,14.0,7.0,43.283874858765806,7.0,13.0,7.435510426493936,0.0,94.0,44.0,44.0,14.0
201210210rai,1,2,0.5,0.2,0.5,0.5,0.2,0.0,-16.4,12.8,0.36,-0.4,-7.0,-33.4,18.8,0.13999999999999999,-22.5,0.2,0.42857142857142855,0.4594594594594595,0.2,0.2857142857142857,0.3783783783783784,0.2,7.0,7.0,38.00994785924469,14.0,16.0,3.9988842197925845,0.0,49.0,62.0,62.0,11.0
201311280det,1,3,0.6,0.5454545454545454,0.5,0.4,0.5,0.0,-1.3,3.6,0.49090909090909096,5.2,-2.5,1.3,13.6,0.5,18.2,-1.9,0.37037037037037035,0.45454545454545453,0.5454545454545454,0.603448275862069,0.7065217391304348,0.5,13.0,4.0,0.0,4.0,24.0,5.462461376311965,1.0,0.0,68.0,68.0,0.0
201312150jax,0,0,0.2,0.3333333333333333,0.25,0.16666666666666666,0.3076923076923077,0.0,-35.6,11.8,0.19230769230769232,-33.9,2.4,-12.3,-11.8,0.43846153846153846,-13.3,-5.4,0.20689655172413793,0.24444444444444444,0.3076923076923077,0.3448275862068966,0.35555555555555557,0.3076923076923077,15.0,10.0,0.0,7.0,13.0,2.5026081100523956,0.0,0.0,60.0,60.0,20.0
201511010chi,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,-19.8,13.1,0.31666666666666665,-6.4,-4.0,-15.9,6.2,0.43333333333333335,-14.7,0.4,0.3181818181818182,0.39473684210526316,0.3333333333333333,0.5,0.4342105263157895,0.6666666666666666,8.0,14.0,0.4456863452048042,7.0,12.0,4.596032875165277,-1.0,42.0,62.0,62.0,11.0
201711050phi,1,2,1.0,0.875,0.0,0.0,0.42857142857142855,0.5,22.6,-5.4,0.75,10.4,6.5,1.7,-18.9,0.5714285714285714,-6.4,-10.7,0.5833333333333334,0.525,0.875,0.5217391304347826,0.6428571428571429,0.42857142857142855,9.0,7.0,0.0,6.0,11.0,19.335168072600247,1.0,0.0,61.0,61.0,5.0
200710140tam,1,3,1.0,0.6,1.0,1.0,0.75,0.5,22.0,-8.1,0.6599999999999999,13.0,3.3,7.4,-27.6,0.825,-4.5,-6.6,0.6,0.6,0.6,0.75,0.75,0.75,6.0,7.0,12.342907166806368,7.0,12.0,9.235887032505321,1.0,62.0,81.0,81.0,10.0
200710210det,1,0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,-19.9,9.3,0.54,-7.1,-4.4,25.3,-7.5,0.7166666666666667,18.1,3.1,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.0,14.0,0.6856019419562801,7.0,13.0,14.37440061921888,0.0,0.0,68.0,68.0,0.0
200810120sfo,0,1,0.3333333333333333,0.4,0.0,0.0,0.4,0.5,-10.6,-1.6,0.44000000000000006,-9.7,3.9,32.8,-16.1,0.7,13.3,3.2,0.3333333333333333,0.3333333333333333,0.4,0.47619047619047616,0.47619047619047616,0.4,6.0,7.0,0.0,7.0,16.0,47.26924012146272,-3.0,24.0,64.0,64.0,13.0
200812080car,1,3,1.0,0.75,0.5,0.5,0.75,0.3333333333333333,16.1,-4.4,0.6166666666666667,10.2,1.6,21.0,-20.0,0.6333333333333333,-1.6,1.5,0.5714285714285714,0.5714285714285714,0.75,0.6206896551724138,0.6206896551724138,0.75,14.0,8.0,8.41770445256449,8.0,21.0,5.32777622202424,0.0,31.0,38.0,38.0,4.0
201012190dal,1,4,0.14285714285714285,0.3076923076923077,0.5,0.5,0.38461538461538464,0.6,-14.7,14.2,0.4,-0.2,0.9,-20.5,12.1,0.36153846153846153,-4.7,-1.8,0.5161290322580645,0.5319148936170213,0.3076923076923077,0.3103448275862069,0.37777777777777777,0.38461538461538464,15.0,7.0,0.0,7.0,13.0,21.145480348187885,-1.0,0.0,68.0,68.0,0.0
201111130mia,1,4,0.0,0.125,0.25,0.25,0.375,0.5,-8.0,15.7,0.525,5.6,0.8,-15.8,-0.1,0.4625,-13.0,-0.8,0.3333333333333333,0.375,0.125,0.375,0.325,0.375,10.0,7.0,19.346572179300914,7.0,13.0,13.382158304283351,0.0,58.0,79.0,79.0,19.0
201112040cle,0,4,0.5,0.36363636363636365,0.5,0.4,0.7272727272727273,0.0,-13.4,7.1,0.4090909090909091,-7.0,0.0,21.1,-19.4,0.7090909090909091,6.3,-4.3,0.3333333333333333,0.32558139534883723,0.36363636363636365,0.7241379310344828,0.6595744680851063,0.7272727272727273,13.0,7.0,3.7076221039501935,10.0,16.0,2.039548475032982,0.0,0.0,54.0,54.0,30.0
201210140htx,0,3,1.0,1.0,0.0,0.0,0.4,0.5,25.7,-26.7,0.8800000000000001,19.5,-12.3,25.4,-5.9,0.7,18.0,2.0,0.6956521739130435,0.5641025641025641,1.0,0.7727272727272727,0.7380952380952381,0.4,6.0,6.0,24.06439853577948,7.0,20.0,13.675520040183914,-1.0,0.0,68.0,68.0,0.0
201212020oti,0,1,0.4,0.36363636363636365,1.0,1.0,0.9090909090909091,0.4,-28.8,15.0,0.2,-12.9,-1.0,12.8,-14.8,0.5818181818181819,8.1,-8.0,0.48148148148148145,0.4418604651162791,0.36363636363636365,0.7241379310344828,0.6,0.9090909090909091,13.0,7.0,7.777636709316006,10.0,12.0,2.652695778101016,-1.0,60.0,66.0,66.0,19.0
201212230gnb,1,1,0.8571428571428571,0.7142857142857143,0.5,0.2857142857142857,0.35714285714285715,0.5,17.3,-6.6,0.7428571428571429,17.3,-0.9,-23.0,6.4,0.22142857142857145,-17.4,-2.1,0.8064516129032258,0.7647058823529411,0.7142857142857143,0.4666666666666667,0.43478260869565216,0.35714285714285715,16.0,7.0,2.676431224317191,6.0,12.0,8.434362281103416,0.0,68.0,24.0,14.0,9.0
201410050jax,0,1,0.0,0.0,0.5,0.5,0.5,0.5,-33.7,14.3,0.05,-33.9,-1.8,4.3,10.1,0.475,12.5,2.7,0.2,0.16666666666666666,0.0,0.5,0.5,0.5,5.0,7.0,35.56705755685307,7.0,13.0,10.251852930924244,0.0,30.0,71.0,71.0,10.0
201410190jax,1,1,0.0,0.0,0.5,0.5,0.6,1.0,-35.7,9.3,0.13333333333333333,-28.8,-3.0,5.1,10.4,0.76,20.7,1.3,0.18181818181818182,0.15789473684210525,0.0,0.3333333333333333,0.32432432432432434,0.6,7.0,7.0,7.777636709316006,7.0,13.0,11.182391546176513,0.0,54.0,76.0,76.0,8.0
